"","X","semb","ux","uy","uz","well","stage","mw","m0","mti_strike","mit_dip","mti_rake","mdc","mclvd","mvol","date_time","x_coord","y_coord","z_coord"
"15257",15257,0.140488,3.68142,2.80515,16.5768,3,2,-1.689400687,2923472.21,54.4804,86.2254,-129.027,0.759026,0.190183,0.0507918,5.57997861111054,1100.71798295318,1032.39268311285,-2324.1
"15296",15296,0.099148,14.6032,5.20913,112.617,3,2,-1.691833478,2899010.46,61.8838,77.8221,-85.2813,0.798185,0.0258494,0.175966,5.30837006944473,1233.54423471599,920.514248193492,-2406.45
"15327",15327,0.179979,5.77862,4.56112,17.3656,3,2,-1.69453658,2872070.72,60.8762,75.808,94.5694,0.868676,0.0349477,-0.0963766,5.50689895833256,1378.42144597168,982.789142412596,-2445.34
"15380",15380,0.140234,5.38147,3.70877,26.3439,3,2,-1.69827587,2835216.29,85.0269,89.0704,-47.6648,0.186791,-0.740958,-0.0722512,5.48536981481369,1523.0288411783,1104.34079809858,-2428.18
"15436",15436,0.141212,6.42776,4.06723,39.8421,3,2,-1.703141453,2787968.23,67.8049,74.3637,98.8467,0.742791,0.124082,-0.133127,5.42168483796219,1206.77854954613,483.79095799706,-2423.24
"15596",15596,0.110026,8.72905,8.34558,23.1834,3,2,-1.715170255,2674512.41,63.0926,86.693,-82.4577,0.645811,-0.193572,-0.160617,5.32623777777784,1761.46284130949,1862.25320151336,-2293.91
"15790",15790,0.089349,7.40272,5.0197,32.4974,3,2,-1.729361539,2546582.16,79.3384,74.2206,-78.4489,0.27846,-0.683194,0.038346,5.59728129629736,1383.49341559134,1119.0132638082,-2285.42
"15858",15858,0.134517,5.45847,3.85505,25.6584,3,2,-1.735083104,2496751.64,62.3432,73.6302,90.0195,0.599965,0.248513,-0.151523,5.31018587962897,1283.18897128864,997.970725004652,-2368.86
"16356",16356,0.127531,5.60786,4.49117,18.3778,3,2,-1.783063157,2115462.18,75.9702,76.2095,-58.8108,0.27362,-0.648741,0.0776395,5.48980053240778,1565.29135559959,1060.79009144528,-2479.78
"16891",16891,0.187689,5.1702,4.58097,10.9324,3,2,-1.852803178,1662628.55,59.9689,83.7154,-83.1133,0.92721,0.00475938,0.0680307,5.48595847222264,1561.87798615994,1123.65895536056,-2446.16
"17082",17082,0.223742,3.55229,2.59113,21.6589,3,2,-1.883032865,1497789.23,63.5139,81.9454,92.1722,0.816377,0.142616,0.0410064,5.6037524768517,1379.70610691237,895.617018427899,-2440.04
"17149",17149,0.138707,5.97914,3.84884,16.6111,3,2,-1.896683528,1428810.75,59.6715,83.5546,75.8024,0.829485,0.155883,0.0146323,5.57134976851719,1328.4843789287,948.423752846946,-2380.89
"17331",17331,0.104048,2.63922,2.96196,4.54579,3,2,-1.937275104,1241902.05,51.325,78.161,94.6247,0.752724,0.196927,-0.0503496,5.30492386573995,1309.67859249107,978.433364640505,-2272.8
"17491",17491,0.149319,5.03963,3.43056,18.0563,3,2,-2.005303161,981850.26,60.5569,80.6222,-92.1646,0.67048,-0.240346,0.0891737,5.4728407407414,1565.08455903517,1112.29574938693,-2428.91
"17584",17584,0.127668,1.30991,1.31043,2.76476,3,2,-2.077160612,766053.47,58.9389,82.0504,96.941,0.515891,0.45453,0.0295791,5.58297951388966,1157.65596269965,1047.46819968771,-2449.96
"17596",17596,0.171391,4.66619,3.49502,24.8641,3,2,-2.088693845,736137.99,60.0205,82.4031,102.326,0.698428,0.244861,-0.0567111,5.60629664351819,1337.76196193073,880.675852141465,-2355.23
